title,source,SSR,SRR,cost,shift,scale
Louis Cressy Band - Good Time,bass,26.204652274136162,12.48896127764362,2.2187071478437037,"[[  2.  24.]
 [-23.  -2.]]","[[0.90154176 0.06114955]
 [0.09077974 0.8346304 ]]"
Louis Cressy Band - Good Time,drums,24.41944174919965,11.63673971863288,4.017935469756157,"[[  0. -14.]
 [ 14.   0.]]","[[0.89878776 0.03365198]
 [0.02655614 0.91618321]]"
Louis Cressy Band - Good Time,other,22.64610844583464,11.674440289673726,4.436155838383114,"[[0. 0.]
 [0. 0.]]","[[ 0.93695377 -0.00664814]
 [-0.00963599  0.94290121]]"
Louis Cressy Band - Good Time,vocals,0.0,-80.0,0.15862193963742105,"[[0. 0.]
 [0. 0.]]","[[0. 0.]
 [0. 0.]]"
Lyndsey Ollard - Catching Up,bass,19.358026227003677,10.562654561568124,1.0950259449992201,"[[0. 0.]
 [0. 0.]]","[[0.39189025 0.16960012]
 [0.         0.81546001]]"
Lyndsey Ollard - Catching Up,drums,10.293174319719327,5.7177026763219825,1.58469431589559,"[[0. 0.]
 [0. 0.]]","[[0.4846743  0.01097801]
 [0.0236112  0.65259058]]"
Lyndsey Ollard - Catching Up,other,22.51558549745395,10.657881778265564,2.1855412485663663,"[[0. 0.]
 [0. 0.]]","[[ 9.24337815e-01  1.82687596e-04]
 [-9.44227978e-04  9.30023412e-01]]"
Lyndsey Ollard - Catching Up,vocals,32.8135475122697,15.52091636878871,1.2359181797466707,"[[0. 0.]
 [0. 0.]]","[[0.90510989 0.02803119]
 [0.05075551 0.86977443]]"
M.E.R.C. Music - Knockout,bass,21.09612498198726,10.47609694500159,1.60210232974849,"[[0. 0.]
 [0. 0.]]","[[0.66475593 0.        ]
 [0.         0.58191064]]"
M.E.R.C. Music - Knockout,drums,26.9399203982495,13.170352569988957,2.555161613424557,"[[0. 0.]
 [0. 0.]]","[[0.93358334 0.01958587]
 [0.03565533 0.90299184]]"
M.E.R.C. Music - Knockout,other,17.39176625791081,8.479439964334233,4.008781434407818,"[[0. 0.]
 [0. 0.]]","[[0.84156873 0.01139443]
 [0.         0.86282283]]"
M.E.R.C. Music - Knockout,vocals,23.075523996465463,11.636705567443606,3.7984836067924057,"[[0. 0.]
 [0. 0.]]","[[9.25138548e-01 1.95583383e-03]
 [6.99609321e-04 9.23843924e-01]]"
Moosmusic - Big Dummy Shake,bass,19.416382335352196,10.183575461800107,4.246954571234013,"[[ 0.  3.]
 [-2.  0.]]","[[0.84611165 0.        ]
 [0.18598961 0.58256883]]"
Moosmusic - Big Dummy Shake,drums,24.931081551846148,13.316498637539462,5.292969009080312,"[[0. 0.]
 [0. 0.]]","[[0.88202196 0.03164012]
 [0.03832444 0.90225156]]"
Moosmusic - Big Dummy Shake,other,16.878427711216915,7.6483307727270455,6.202801804666558,"[[0. 0.]
 [0. 0.]]","[[ 0.90323265 -0.01120147]
 [-0.01620586  0.91305427]]"
Moosmusic - Big Dummy Shake,vocals,24.158506233492126,12.069696651879449,3.730674250269726,"[[0. 0.]
 [0. 0.]]","[[0.54783934 0.2854202 ]
 [0.28028833 0.55971638]]"
Motor Tapes - Shore,bass,24.158094727199867,13.22670615036472,2.5063789375509913,"[[  0.  11.]
 [-11.  -1.]]","[[0.91953091 0.        ]
 [0.06919887 0.81991803]]"
Motor Tapes - Shore,drums,18.261241048347127,10.93654098704664,1.9951802960633265,"[[0. 0.]
 [0. 0.]]","[[ 0.93689094 -0.01478917]
 [ 0.04751007  0.83756906]]"
Motor Tapes - Shore,other,31.810978307578285,13.965118934179241,4.007451847141499,"[[0. 0.]
 [0. 0.]]","[[ 0.98237239 -0.00313792]
 [-0.00166327  0.97844875]]"
Motor Tapes - Shore,vocals,2.354701789508779,-15.770301044640153,1.2466288486609791,"[[0. 0.]
 [0. 0.]]","[[0.3441254  0.01466869]
 [0.01234542 0.45387998]]"
Mu - Too Bright,bass,0.0,-80.0,3.245872133349696,"[[0. 0.]
 [0. 0.]]","[[0. 0.]
 [0. 0.]]"
Mu - Too Bright,drums,32.84673782207366,16.24426288918288,2.649669285428123,"[[0. 0.]
 [0. 0.]]","[[0.95223429 0.01336686]
 [0.00359793 0.95605393]]"
Mu - Too Bright,other,15.590662880437002,8.485082304354915,4.378195181811863,"[[0. 0.]
 [0. 0.]]","[[ 0.90077082 -0.05600806]
 [-0.03435843  0.86180683]]"
Mu - Too Bright,vocals,24.55239183852037,11.158151345056885,2.7280516979621554,"[[0. 0.]
 [0. 0.]]","[[0.8631724  0.02952544]
 [0.03406005 0.86381777]]"
Nerve 9 - Pray For The Rain,bass,19.106909616487933,10.137558065641096,2.5275416826185215,"[[0. 0.]
 [0. 0.]]","[[0.82230079 0.03865557]
 [0.01930366 0.86173629]]"
Nerve 9 - Pray For The Rain,drums,26.136240977567063,13.594553490345774,1.7082275063544092,"[[0. 0.]
 [0. 0.]]","[[0.83550535 0.05844529]
 [0.00541037 0.91439016]]"
Nerve 9 - Pray For The Rain,other,25.620957081943384,12.833561813033565,3.4149712739243454,"[[0. 0.]
 [0. 0.]]","[[ 0.93870962  0.00468919]
 [-0.00382537  0.96206507]]"
Nerve 9 - Pray For The Rain,vocals,12.986233077100511,5.623290232379637,0.900525265474196,"[[0. 0.]
 [0. 0.]]","[[0.51620505 0.01230654]
 [0.01440757 0.50509621]]"
PR - Happy Daze,bass,-0.0014666394830723422,-18.95194820561142,0.14221577154636833,"[[ -1.  17.]
 [-16.   6.]]","[[-0.00882029 -0.00723849]
 [-0.01428    -0.00170734]]"
PR - Happy Daze,drums,49.46646439859107,9.332861779668256,18.413200291763204,"[[0. 0.]
 [0. 0.]]","[[0.98902896 0.00761859]
 [0.00269221 0.99771368]]"
